[2026-07-31 11:24:30 BJT] ALERT | 新配额放出: 8 个
[2026-08-18 11:50:32 BJT] OK | 配额状态无变化
[2026-08-18 11:52:24 BJT] OK | 配额状态无变化
[2026-08-18 11:54:21 BJT] OK | 配额状态无变化
[2026-08-18 11:56:24 BJT] OK | 配额状态无变化
[2026-08-18 11:58:25 BJT] OK | 配额状态无变化
[2026-08-18 12:01:51 BJT] OK | 配额状态无变化
[2026-08-18 12:02:24 BJT] OK | 配额状态无变化
[2026-08-18 12:04:23 BJT] OK | 配额状态无变化
[2026-08-18 12:06:23 BJT] OK | 配额状态无变化
[2026-08-18 12:08:23 BJT] OK | 配额状态无变化
[2026-08-18 12:10:32 BJT] OK | 配额状态无变化
[2026-08-18 12:12:23 BJT] OK | 配额状态无变化
[2026-08-18 12:14:25 BJT] OK | 配额状态无变化
[2026-08-18 12:16:29 BJT] OK | 配额状态无变化
[2026-08-18 12:18:22 BJT] OK | 配额状态无变化
[2026-08-18 12:20:32 BJT] OK | 配额状态无变化
[2026-08-18 12:22:27 BJT] OK | 配额状态无变化
[2026-08-18 12:24:23 BJT] OK | 配额状态无变化
[2026-08-18 12:26:23 BJT] OK | 配额状态无变化
[2026-08-18 12:28:19 BJT] OK | 配额状态无变化
[2026-08-18 12:30:39 BJT] OK | 配额状态无变化
[2026-08-18 12:32:25 BJT] OK | 配额状态无变化
[2026-08-18 12:34:22 BJT] OK | 配额状态无变化
[2026-08-18 12:36:23 BJT] OK | 配额状态无变化
[2026-08-18 12:38:19 BJT] OK | 配额状态无变化
[2026-08-18 12:40:30 BJT] OK | 配额状态无变化
[2026-08-18 12:42:22 BJT] OK | 配额状态无变化
[2026-08-18 12:44:19 BJT] OK | 配额状态无变化
[2026-08-18 12:46:30 BJT] OK | 配额状态无变化
[2026-08-18 12:48:22 BJT] OK | 配额状态无变化
[2026-08-18 12:50:31 BJT] OK | 配额状态无变化
[2026-08-18 12:52:23 BJT] OK | 配额状态无变化
[2026-08-18 12:54:24 BJT] OK | 配额状态无变化
[2026-08-18 12:56:21 BJT] OK | 配额状态无变化
[2026-08-18 12:58:22 BJT] OK | 配额状态无变化
[2026-08-18 13:00:43 BJT] OK | 配额状态无变化
[2026-08-18 13:02:20 BJT] OK | 配额状态无变化
[2026-08-18 13:04:24 BJT] OK | 配额状态无变化
[2026-08-18 13:06:21 BJT] OK | 配额状态无变化
[2026-08-18 13:08:36 BJT] OK | 配额状态无变化
[2026-08-18 13:10:32 BJT] OK | 配额状态无变化
[2026-08-18 13:12:24 BJT] OK | 配额状态无变化
[2026-08-18 13:14:21 BJT] OK | 配额状态无变化
[2026-08-18 13:16:22 BJT] OK | 配额状态无变化
[2026-08-18 13:18:31 BJT] OK | 配额状态无变化
[2026-08-18 13:20:28 BJT] OK | 配额状态无变化
[2026-08-18 13:22:20 BJT] OK | 配额状态无变化
[2026-08-18 13:24:21 BJT] OK | 配额状态无变化
[2026-08-18 13:26:23 BJT] OK | 配额状态无变化
[2026-08-18 13:28:25 BJT] OK | 配额状态无变化
[2026-08-18 13:30:38 BJT] OK | 配额状态无变化
[2026-08-18 13:32:26 BJT] OK | 配额状态无变化
[2026-08-18 13:34:24 BJT] OK | 配额状态无变化
[2026-08-18 13:36:21 BJT] OK | 配额状态无变化
[2026-08-18 13:38:23 BJT] OK | 配额状态无变化
[2026-08-18 13:40:30 BJT] OK | 配额状态无变化
[2026-08-18 13:42:19 BJT] OK | 配额状态无变化
[2026-08-18 13:44:19 BJT] OK | 配额状态无变化
[2026-08-18 13:46:21 BJT] OK | 配额状态无变化
[2026-08-18 13:48:25 BJT] OK | 配额状态无变化
[2026-08-18 13:50:28 BJT] OK | 配额状态无变化
[2026-08-18 13:52:22 BJT] OK | 配额状态无变化
[2026-08-18 13:54:26 BJT] OK | 配额状态无变化
[2026-08-18 13:56:19 BJT] OK | 配额状态无变化
[2026-08-18 13:58:23 BJT] OK | 配额状态无变化
[2026-08-18 14:00:56 BJT] OK | 配额状态无变化
[2026-08-18 14:02:22 BJT] OK | 配额状态无变化
[2026-08-18 14:04:23 BJT] OK | 配额状态无变化
[2026-08-18 14:06:21 BJT] OK | 配额状态无变化
[2026-08-18 14:08:24 BJT] OK | 配额状态无变化
[2026-08-18 14:10:31 BJT] OK | 配额状态无变化
[2026-08-18 14:12:27 BJT] OK | 配额状态无变化
[2026-08-18 14:14:19 BJT] OK | 配额状态无变化
[2026-08-18 14:16:24 BJT] OK | 配额状态无变化
[2026-08-18 14:18:25 BJT] OK | 配额状态无变化
[2026-08-18 14:20:37 BJT] ALERT | 新配额放出: 79 个
[2026-08-18 14:22:32 BJT] ALERT | 新配额放出: 79 个
[2026-08-18 14:24:20 BJT] ALERT | 新配额放出: 13 个
[2026-08-18 14:26:21 BJT] ALERT | 新配额放出: 15 个
[2026-08-18 14:28:25 BJT] ALERT | 新配额放出: 2 个
[2026-08-18 14:30:37 BJT] OK | 配额状态无变化
[2026-08-18 14:32:20 BJT] ALERT | 新配额放出: 27 个
[2026-08-18 14:34:22 BJT] ALERT | 新配额放出: 2 个
[2026-08-18 14:36:20 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 14:38:22 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 14:40:30 BJT] OK | 配额状态无变化
[2026-08-18 14:42:19 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 14:44:30 BJT] OK | 配额状态无变化
[2026-08-18 14:46:22 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 14:48:21 BJT] OK | 配额状态无变化
[2026-08-18 14:50:31 BJT] OK | 配额状态无变化
[2026-08-18 14:52:23 BJT] OK | 配额状态无变化
[2026-08-18 14:54:20 BJT] OK | 配额状态无变化
[2026-08-18 14:56:26 BJT] OK | 配额状态无变化
[2026-08-18 14:58:23 BJT] OK | 配额状态无变化
[2026-08-18 15:00:46 BJT] OK | 配额状态无变化
[2026-08-18 15:06:23 BJT] OK | 配额状态无变化
[2026-08-18 15:08:19 BJT] OK | 配额状态无变化
[2026-08-18 15:10:31 BJT] OK | 配额状态无变化
[2026-08-18 15:12:22 BJT] OK | 配额状态无变化
[2026-08-18 15:14:31 BJT] OK | 配额状态无变化
[2026-08-18 15:16:21 BJT] OK | 配额状态无变化
[2026-08-18 15:18:22 BJT] OK | 配额状态无变化
[2026-08-18 15:20:36 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 15:22:21 BJT] OK | 配额状态无变化
[2026-08-18 15:24:20 BJT] OK | 配额状态无变化
[2026-08-18 15:26:22 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 15:28:22 BJT] OK | 配额状态无变化
[2026-08-18 15:30:43 BJT] OK | 配额状态无变化
[2026-08-18 15:32:21 BJT] OK | 配额状态无变化
[2026-08-18 15:34:20 BJT] OK | 配额状态无变化
[2026-08-18 15:36:24 BJT] OK | 配额状态无变化
[2026-08-18 15:38:24 BJT] OK | 配额状态无变化
[2026-08-18 15:40:34 BJT] OK | 配额状态无变化
[2026-08-18 15:42:22 BJT] OK | 配额状态无变化
[2026-08-18 15:44:26 BJT] OK | 配额状态无变化
[2026-08-18 15:46:23 BJT] OK | 配额状态无变化
[2026-08-18 15:48:22 BJT] OK | 配额状态无变化
[2026-08-18 15:50:34 BJT] ALERT | 新配额放出: 21 个
[2026-08-18 15:52:22 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 15:54:22 BJT] OK | 配额状态无变化
[2026-08-18 15:56:23 BJT] OK | 配额状态无变化
[2026-08-18 15:58:22 BJT] OK | 配额状态无变化
[2026-08-18 16:00:46 BJT] OK | 配额状态无变化
[2026-08-18 16:02:21 BJT] OK | 配额状态无变化
[2026-08-18 16:04:22 BJT] OK | 配额状态无变化
[2026-08-18 16:06:25 BJT] OK | 配额状态无变化
[2026-08-18 16:08:24 BJT] OK | 配额状态无变化
[2026-08-18 16:10:30 BJT] OK | 配额状态无变化
[2026-08-18 16:12:28 BJT] OK | 配额状态无变化
[2026-08-18 16:14:22 BJT] OK | 配额状态无变化
[2026-08-18 16:16:20 BJT] OK | 配额状态无变化
[2026-08-18 16:18:23 BJT] OK | 配额状态无变化
[2026-08-18 16:20:30 BJT] OK | 配额状态无变化
[2026-08-18 16:22:20 BJT] OK | 配额状态无变化
[2026-08-18 16:24:22 BJT] OK | 配额状态无变化
[2026-08-18 16:26:21 BJT] OK | 配额状态无变化
[2026-08-18 16:28:19 BJT] OK | 配额状态无变化
[2026-08-18 16:30:38 BJT] OK | 配额状态无变化
[2026-08-18 16:32:23 BJT] OK | 配额状态无变化
[2026-08-18 16:34:24 BJT] OK | 配额状态无变化
[2026-08-18 16:36:22 BJT] OK | 配额状态无变化
[2026-08-18 16:38:20 BJT] OK | 配额状态无变化
[2026-08-18 16:40:33 BJT] OK | 配额状态无变化
[2026-08-18 16:42:23 BJT] OK | 配额状态无变化
[2026-08-18 16:44:22 BJT] OK | 配额状态无变化
[2026-08-18 16:46:20 BJT] OK | 配额状态无变化
[2026-08-18 16:48:22 BJT] OK | 配额状态无变化
[2026-08-18 16:50:33 BJT] ALERT | 新配额放出: 40 个
[2026-08-18 16:52:27 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 16:54:24 BJT] ALERT | 新配额放出: 6 个
[2026-08-18 16:56:21 BJT] OK | 配额状态无变化
[2026-08-18 16:58:22 BJT] ALERT | 新配额放出: 7 个
[2026-08-18 17:00:44 BJT] OK | 配额状态无变化
[2026-08-18 17:02:19 BJT] OK | 配额状态无变化
[2026-08-18 17:04:23 BJT] OK | 配额状态无变化
[2026-08-18 17:06:19 BJT] OK | 配额状态无变化
[2026-08-18 17:08:20 BJT] OK | 配额状态无变化
[2026-08-18 17:10:32 BJT] OK | 配额状态无变化
[2026-08-18 17:12:20 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 17:14:22 BJT] OK | 配额状态无变化
[2026-08-18 17:16:20 BJT] OK | 配额状态无变化
[2026-08-18 17:18:22 BJT] OK | 配额状态无变化
[2026-08-18 17:20:32 BJT] OK | 配额状态无变化
[2026-08-18 17:22:19 BJT] OK | 配额状态无变化
[2026-08-18 17:24:19 BJT] OK | 配额状态无变化
[2026-08-18 17:28:23 BJT] OK | 配额状态无变化
[2026-08-18 17:30:39 BJT] OK | 配额状态无变化
[2026-08-18 17:32:21 BJT] OK | 配额状态无变化
[2026-08-18 17:34:19 BJT] OK | 配额状态无变化
[2026-08-18 17:36:20 BJT] OK | 配额状态无变化
[2026-08-18 17:38:23 BJT] OK | 配额状态无变化
[2026-08-18 17:40:31 BJT] OK | 配额状态无变化
[2026-08-18 17:42:23 BJT] OK | 配额状态无变化
[2026-08-18 17:44:20 BJT] OK | 配额状态无变化
[2026-08-18 17:46:21 BJT] OK | 配额状态无变化
[2026-08-18 17:48:22 BJT] OK | 配额状态无变化
[2026-08-18 17:50:40 BJT] OK | 配额状态无变化
[2026-08-18 17:52:25 BJT] OK | 配额状态无变化
[2026-08-18 17:54:19 BJT] OK | 配额状态无变化
[2026-08-18 17:56:22 BJT] OK | 配额状态无变化
[2026-08-18 17:58:25 BJT] OK | 配额状态无变化
[2026-08-18 18:00:44 BJT] OK | 配额状态无变化
[2026-08-18 18:02:24 BJT] OK | 配额状态无变化
[2026-08-18 18:04:21 BJT] OK | 配额状态无变化
[2026-08-18 18:06:21 BJT] OK | 配额状态无变化
[2026-08-18 18:08:22 BJT] OK | 配额状态无变化
[2026-08-18 18:10:29 BJT] OK | 配额状态无变化
[2026-08-18 18:12:22 BJT] OK | 配额状态无变化
[2026-08-18 18:14:23 BJT] OK | 配额状态无变化
[2026-08-18 18:16:22 BJT] OK | 配额状态无变化
[2026-08-18 18:18:20 BJT] OK | 配额状态无变化
[2026-08-18 18:20:40 BJT] OK | 配额状态无变化
[2026-08-18 18:22:25 BJT] OK | 配额状态无变化
[2026-08-18 18:24:21 BJT] OK | 配额状态无变化
[2026-08-18 18:26:23 BJT] OK | 配额状态无变化
[2026-08-18 18:28:23 BJT] OK | 配额状态无变化
[2026-08-18 18:30:36 BJT] OK | 配额状态无变化
[2026-08-18 18:32:26 BJT] OK | 配额状态无变化
[2026-08-18 18:34:20 BJT] OK | 配额状态无变化
[2026-08-18 18:36:21 BJT] OK | 配额状态无变化
[2026-08-18 18:38:19 BJT] OK | 配额状态无变化
[2026-08-18 18:40:30 BJT] OK | 配额状态无变化
[2026-08-18 18:42:22 BJT] OK | 配额状态无变化
[2026-08-18 18:44:24 BJT] OK | 配额状态无变化
[2026-08-18 18:46:22 BJT] OK | 配额状态无变化
[2026-08-18 18:48:23 BJT] OK | 配额状态无变化
[2026-08-18 18:50:32 BJT] OK | 配额状态无变化
[2026-08-18 18:52:23 BJT] OK | 配额状态无变化
[2026-08-18 18:54:34 BJT] OK | 配额状态无变化
[2026-08-18 18:56:20 BJT] OK | 配额状态无变化
[2026-08-18 18:58:18 BJT] OK | 配额状态无变化
[2026-08-18 19:00:43 BJT] OK | 配额状态无变化
[2026-08-18 19:02:20 BJT] OK | 配额状态无变化
[2026-08-18 19:04:23 BJT] OK | 配额状态无变化
[2026-08-18 19:06:23 BJT] OK | 配额状态无变化
[2026-08-18 19:08:18 BJT] OK | 配额状态无变化
[2026-08-18 19:10:32 BJT] OK | 配额状态无变化
[2026-08-18 19:12:21 BJT] OK | 配额状态无变化
[2026-08-18 19:14:22 BJT] OK | 配额状态无变化
[2026-08-18 19:16:22 BJT] OK | 配额状态无变化
[2026-08-18 19:18:19 BJT] OK | 配额状态无变化
[2026-08-18 19:20:30 BJT] OK | 配额状态无变化
[2026-08-18 19:22:20 BJT] OK | 配额状态无变化
[2026-08-18 19:24:23 BJT] OK | 配额状态无变化
[2026-08-18 19:26:22 BJT] OK | 配额状态无变化
[2026-08-18 19:28:21 BJT] OK | 配额状态无变化
[2026-08-18 19:30:38 BJT] OK | 配额状态无变化
[2026-08-18 19:32:22 BJT] OK | 配额状态无变化
[2026-08-18 19:34:21 BJT] OK | 配额状态无变化
[2026-08-18 19:36:23 BJT] OK | 配额状态无变化
[2026-08-18 19:38:20 BJT] OK | 配额状态无变化
[2026-08-18 19:40:30 BJT] OK | 配额状态无变化
[2026-08-18 19:42:22 BJT] OK | 配额状态无变化
[2026-08-18 19:44:21 BJT] OK | 配额状态无变化
[2026-08-18 19:46:26 BJT] OK | 配额状态无变化
[2026-08-18 19:48:22 BJT] OK | 配额状态无变化
[2026-08-18 19:50:29 BJT] OK | 配额状态无变化
[2026-08-18 19:52:21 BJT] OK | 配额状态无变化
[2026-08-18 19:54:19 BJT] OK | 配额状态无变化
[2026-08-18 19:56:26 BJT] OK | 配额状态无变化
[2026-08-18 19:58:22 BJT] OK | 配额状态无变化
[2026-08-18 20:00:43 BJT] OK | 配额状态无变化
[2026-08-18 20:02:26 BJT] OK | 配额状态无变化
[2026-08-18 20:04:24 BJT] OK | 配额状态无变化
[2026-08-18 20:06:29 BJT] OK | 配额状态无变化
[2026-08-18 20:08:19 BJT] OK | 配额状态无变化
[2026-08-18 20:10:31 BJT] OK | 配额状态无变化
[2026-08-18 20:12:22 BJT] OK | 配额状态无变化
[2026-08-18 20:14:22 BJT] OK | 配额状态无变化
[2026-08-18 20:16:23 BJT] OK | 配额状态无变化
[2026-08-18 20:18:21 BJT] OK | 配额状态无变化
[2026-08-18 20:20:31 BJT] OK | 配额状态无变化
[2026-08-18 20:22:20 BJT] OK | 配额状态无变化
[2026-08-18 20:24:29 BJT] OK | 配额状态无变化
[2026-08-18 20:26:23 BJT] OK | 配额状态无变化
[2026-08-18 20:28:20 BJT] OK | 配额状态无变化
[2026-08-18 20:30:39 BJT] OK | 配额状态无变化
[2026-08-18 20:32:26 BJT] OK | 配额状态无变化
[2026-08-18 20:34:20 BJT] OK | 配额状态无变化
[2026-08-18 20:36:23 BJT] ALERT | 新配额放出: 4 个
[2026-08-18 20:38:21 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 20:40:29 BJT] OK | 配额状态无变化
[2026-08-18 20:42:21 BJT] OK | 配额状态无变化
[2026-08-18 20:44:20 BJT] OK | 配额状态无变化
[2026-08-18 20:46:24 BJT] OK | 配额状态无变化
[2026-08-18 20:48:25 BJT] ALERT | 新配额放出: 1 个
[2026-08-18 20:50:31 BJT] OK | 配额状态无变化
[2026-08-18 20:52:25 BJT] OK | 配额状态无变化
[2026-08-18 20:54:25 BJT] OK | 配额状态无变化
[2026-08-18 20:56:21 BJT] OK | 配额状态无变化
[2026-08-18 20:58:25 BJT] OK | 配额状态无变化
[2026-08-18 21:00:58 BJT] OK | 配额状态无变化
[2026-08-18 21:02:21 BJT] OK | 配额状态无变化
[2026-08-18 21:04:23 BJT] OK | 配额状态无变化
[2026-08-18 21:06:20 BJT] OK | 配额状态无变化
[2026-08-18 21:08:20 BJT] OK | 配额状态无变化
[2026-08-18 21:10:32 BJT] OK | 配额状态无变化
[2026-08-18 21:12:22 BJT] OK | 配额状态无变化
[2026-08-18 21:14:20 BJT] OK | 配额状态无变化
[2026-08-18 21:16:22 BJT] OK | 配额状态无变化
[2026-08-18 21:18:22 BJT] OK | 配额状态无变化
[2026-08-18 21:20:48 BJT] OK | 配额状态无变化
[2026-08-18 21:22:25 BJT] OK | 配额状态无变化
[2026-08-18 21:24:25 BJT] OK | 配额状态无变化
[2026-08-18 21:26:22 BJT] OK | 配额状态无变化
[2026-08-18 21:28:27 BJT] OK | 配额状态无变化
[2026-08-18 21:30:39 BJT] OK | 配额状态无变化
[2026-08-18 21:32:24 BJT] OK | 配额状态无变化
[2026-08-18 21:34:20 BJT] OK | 配额状态无变化
[2026-08-18 21:36:29 BJT] OK | 配额状态无变化
[2026-08-18 21:38:19 BJT] OK | 配额状态无变化
[2026-08-18 21:40:35 BJT] OK | 配额状态无变化
[2026-08-18 21:42:22 BJT] OK | 配额状态无变化
[2026-08-18 21:44:23 BJT] OK | 配额状态无变化
[2026-08-18 21:46:20 BJT] OK | 配额状态无变化
[2026-08-18 21:48:29 BJT] OK | 配额状态无变化
[2026-08-18 21:50:36 BJT] OK | 配额状态无变化
[2026-08-18 21:52:29 BJT] OK | 配额状态无变化
[2026-08-18 21:54:21 BJT] OK | 配额状态无变化
[2026-08-18 21:56:21 BJT] OK | 配额状态无变化
[2026-08-18 21:58:27 BJT] OK | 配额状态无变化
[2026-08-18 22:00:47 BJT] OK | 配额状态无变化
[2026-08-18 22:02:26 BJT] OK | 配额状态无变化
[2026-08-18 22:04:25 BJT] OK | 配额状态无变化
[2026-08-18 22:06:21 BJT] OK | 配额状态无变化
[2026-08-18 22:08:21 BJT] OK | 配额状态无变化
[2026-08-18 22:10:30 BJT] OK | 配额状态无变化
[2026-08-18 22:12:25 BJT] OK | 配额状态无变化
[2026-08-18 22:14:25 BJT] OK | 配额状态无变化
[2026-08-18 22:16:28 BJT] OK | 配额状态无变化
[2026-08-18 22:18:22 BJT] OK | 配额状态无变化
[2026-08-18 22:20:32 BJT] OK | 配额状态无变化
[2026-08-18 22:22:21 BJT] OK | 配额状态无变化
[2026-08-18 22:24:22 BJT] OK | 配额状态无变化
[2026-08-18 22:26:29 BJT] OK | 配额状态无变化
[2026-08-18 22:28:19 BJT] OK | 配额状态无变化
[2026-08-18 22:30:37 BJT] OK | 配额状态无变化
[2026-08-18 22:32:21 BJT] OK | 配额状态无变化
[2026-08-18 22:34:30 BJT] OK | 配额状态无变化
[2026-08-18 22:36:20 BJT] OK | 配额状态无变化
[2026-08-18 22:38:24 BJT] OK | 配额状态无变化
[2026-08-18 22:40:32 BJT] OK | 配额状态无变化
[2026-08-18 22:42:19 BJT] OK | 配额状态无变化
[2026-08-18 22:44:22 BJT] OK | 配额状态无变化
[2026-08-18 22:46:26 BJT] OK | 配额状态无变化
[2026-08-18 22:48:21 BJT] OK | 配额状态无变化
[2026-08-18 22:50:31 BJT] OK | 配额状态无变化
[2026-08-18 22:52:24 BJT] OK | 配额状态无变化
[2026-08-18 22:54:31 BJT] OK | 配额状态无变化
[2026-08-18 22:56:21 BJT] OK | 配额状态无变化
[2026-08-18 22:58:24 BJT] OK | 配额状态无变化
[2026-08-18 23:00:45 BJT] OK | 配额状态无变化
[2026-08-18 23:02:22 BJT] OK | 配额状态无变化
[2026-08-18 23:04:21 BJT] ALERT | 新配额放出: 4 个
[2026-08-18 23:06:24 BJT] OK | 配额状态无变化
[2026-08-18 23:08:25 BJT] OK | 配额状态无变化
[2026-08-18 23:10:34 BJT] OK | 配额状态无变化
[2026-08-18 23:12:40 BJT] OK | 配额状态无变化
[2026-08-18 23:14:18 BJT] OK | 配额状态无变化
[2026-08-18 23:16:22 BJT] OK | 配额状态无变化
[2026-08-18 23:18:22 BJT] OK | 配额状态无变化
[2026-08-18 23:20:32 BJT] OK | 配额状态无变化
[2026-08-18 23:22:20 BJT] OK | 配额状态无变化
[2026-08-18 23:24:24 BJT] OK | 配额状态无变化
[2026-08-18 23:26:27 BJT] OK | 配额状态无变化
[2026-08-18 23:28:19 BJT] OK | 配额状态无变化
[2026-08-18 23:30:39 BJT] OK | 配额状态无变化
[2026-08-18 23:32:26 BJT] OK | 配额状态无变化
[2026-08-18 23:34:23 BJT] OK | 配额状态无变化
[2026-08-18 23:36:22 BJT] OK | 配额状态无变化
[2026-08-18 23:38:24 BJT] OK | 配额状态无变化
[2026-08-18 23:40:34 BJT] OK | 配额状态无变化
[2026-08-18 23:42:20 BJT] OK | 配额状态无变化
[2026-08-18 23:44:21 BJT] OK | 配额状态无变化
[2026-08-18 23:46:24 BJT] OK | 配额状态无变化
[2026-08-18 23:48:22 BJT] OK | 配额状态无变化
[2026-08-18 23:50:29 BJT] OK | 配额状态无变化
[2026-08-18 23:52:20 BJT] OK | 配额状态无变化
[2026-08-18 23:54:22 BJT] OK | 配额状态无变化
[2026-08-18 23:56:21 BJT] OK | 配额状态无变化
[2026-08-18 23:58:21 BJT] OK | 配额状态无变化
[2026-08-19 08:00:45 BJT] OK | 配额状态无变化
[2026-08-19 08:02:23 BJT] OK | 配额状态无变化
[2026-08-19 08:04:28 BJT] OK | 配额状态无变化
[2026-08-19 08:06:21 BJT] OK | 配额状态无变化
[2026-08-19 08:08:25 BJT] OK | 配额状态无变化
[2026-08-19 08:10:29 BJT] OK | 配额状态无变化
[2026-08-19 08:12:29 BJT] OK | 配额状态无变化
[2026-08-19 08:14:21 BJT] OK | 配额状态无变化
[2026-08-19 08:16:20 BJT] OK | 配额状态无变化
[2026-08-19 08:18:21 BJT] OK | 配额状态无变化
[2026-08-19 08:20:28 BJT] OK | 配额状态无变化
[2026-08-19 08:22:23 BJT] OK | 配额状态无变化
[2026-08-19 08:24:22 BJT] OK | 配额状态无变化
[2026-08-19 08:26:22 BJT] OK | 配额状态无变化
[2026-08-19 08:28:21 BJT] OK | 配额状态无变化
[2026-08-19 08:30:42 BJT] OK | 配额状态无变化
[2026-08-19 08:32:22 BJT] OK | 配额状态无变化
[2026-08-19 08:34:18 BJT] OK | 配额状态无变化
[2026-08-19 08:36:25 BJT] OK | 配额状态无变化
[2026-08-19 08:38:21 BJT] OK | 配额状态无变化
[2026-08-19 08:40:31 BJT] OK | 配额状态无变化
[2026-08-19 08:42:18 BJT] OK | 配额状态无变化
[2026-08-19 08:44:19 BJT] OK | 配额状态无变化
[2026-08-19 08:46:22 BJT] OK | 配额状态无变化
[2026-08-19 08:48:18 BJT] OK | 配额状态无变化
[2026-08-19 08:50:29 BJT] OK | 配额状态无变化
[2026-08-19 08:52:21 BJT] OK | 配额状态无变化
[2026-08-19 08:54:19 BJT] OK | 配额状态无变化
[2026-08-19 08:56:22 BJT] OK | 配额状态无变化
[2026-08-19 08:58:22 BJT] OK | 配额状态无变化
[2026-08-19 09:00:48 BJT] OK | 配额状态无变化
[2026-08-19 09:02:26 BJT] OK | 配额状态无变化
[2026-08-19 09:04:20 BJT] OK | 配额状态无变化
[2026-08-19 09:06:22 BJT] OK | 配额状态无变化
[2026-08-19 09:08:26 BJT] OK | 配额状态无变化
[2026-08-19 09:10:34 BJT] OK | 配额状态无变化
[2026-08-19 09:12:21 BJT] OK | 配额状态无变化
[2026-08-19 09:14:23 BJT] OK | 配额状态无变化
[2026-08-19 09:16:21 BJT] OK | 配额状态无变化
[2026-08-19 09:18:21 BJT] OK | 配额状态无变化
[2026-08-19 09:20:29 BJT] OK | 配额状态无变化
[2026-08-19 09:22:19 BJT] OK | 配额状态无变化
[2026-08-19 09:24:23 BJT] OK | 配额状态无变化
[2026-08-19 09:26:21 BJT] OK | 配额状态无变化
[2026-08-19 09:28:21 BJT] OK | 配额状态无变化
[2026-08-19 09:30:36 BJT] OK | 配额状态无变化
[2026-08-19 09:32:22 BJT] OK | 配额状态无变化
[2026-08-19 09:34:22 BJT] OK | 配额状态无变化
[2026-08-19 09:36:24 BJT] OK | 配额状态无变化
[2026-08-19 09:38:19 BJT] OK | 配额状态无变化
[2026-08-19 09:40:31 BJT] OK | 配额状态无变化
[2026-08-19 09:42:18 BJT] OK | 配额状态无变化
[2026-08-19 09:45:37 BJT] OK | 配额状态无变化
[2026-08-19 09:46:25 BJT] OK | 配额状态无变化
[2026-08-19 09:48:23 BJT] OK | 配额状态无变化
[2026-08-19 09:50:28 BJT] OK | 配额状态无变化
[2026-08-19 09:52:20 BJT] OK | 配额状态无变化
[2026-08-19 09:54:21 BJT] OK | 配额状态无变化
[2026-08-19 09:56:21 BJT] OK | 配额状态无变化
[2026-08-19 09:58:24 BJT] OK | 配额状态无变化
[2026-08-19 10:00:43 BJT] OK | 配额状态无变化
[2026-08-19 10:02:20 BJT] ALERT | 新配额放出: 49 个
[2026-08-19 10:04:20 BJT] OK | 配额状态无变化
[2026-08-19 10:06:19 BJT] ALERT | 新配额放出: 1 个
[2026-08-19 10:08:22 BJT] OK | 配额状态无变化
[2026-08-19 10:10:33 BJT] OK | 配额状态无变化
[2026-08-19 10:12:25 BJT] ALERT | 新配额放出: 3 个
[2026-08-19 10:14:20 BJT] OK | 配额状态无变化
[2026-08-19 10:16:22 BJT] OK | 配额状态无变化
[2026-08-19 10:18:22 BJT] OK | 配额状态无变化
[2026-08-19 10:20:32 BJT] OK | 配额状态无变化
[2026-08-19 10:22:22 BJT] ALERT | 新配额放出: 2 个
[2026-08-19 10:24:20 BJT] OK | 配额状态无变化
[2026-08-19 10:26:21 BJT] OK | 配额状态无变化
[2026-08-19 10:28:23 BJT] OK | 配额状态无变化
[2026-08-19 10:30:37 BJT] ALERT | 新配额放出: 2 个
[2026-08-19 10:32:24 BJT] OK | 配额状态无变化
[2026-08-19 10:34:21 BJT] ALERT | 新配额放出: 1 个
[2026-08-19 10:36:20 BJT] OK | 配额状态无变化
[2026-08-19 10:38:22 BJT] OK | 配额状态无变化
[2026-08-19 10:40:30 BJT] ALERT | 新配额放出: 1 个
[2026-08-19 10:42:20 BJT] OK | 配额状态无变化
[2026-08-19 10:44:22 BJT] ALERT | 新配额放出: 1 个
[2026-08-19 10:46:21 BJT] OK | 配额状态无变化
[2026-08-19 10:48:20 BJT] OK | 配额状态无变化
[2026-08-19 10:50:38 BJT] OK | 配额状态无变化
[2026-08-19 10:52:19 BJT] OK | 配额状态无变化
[2026-08-19 10:54:21 BJT] OK | 配额状态无变化
[2026-08-19 10:56:58 BJT] OK | 配额状态无变化
[2026-08-19 10:58:23 BJT] OK | 配额状态无变化
[2026-08-19 11:00:42 BJT] OK | 配额状态无变化
[2026-08-19 11:02:20 BJT] OK | 配额状态无变化
[2026-08-19 11:04:22 BJT] OK | 配额状态无变化
[2026-08-19 11:06:21 BJT] OK | 配额状态无变化
[2026-08-19 11:08:25 BJT] OK | 配额状态无变化
[2026-08-19 11:10:32 BJT] OK | 配额状态无变化
[2026-08-19 11:12:21 BJT] OK | 配额状态无变化
[2026-08-19 11:14:22 BJT] OK | 配额状态无变化
